"
           Proceedings of the 11th International Workshop on Semantic Evaluation
          (SemEval-2017) 
        "
 Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 2, Short Papers 
"""Universidad & Empresa"" Journal; Vol. 10, Núm. 15 (2008); 5-10"
"""Universidad & Empresa"" Journal; Vol. 11, Núm. 16 (2009); 172-214"
"""Universidad & Empresa"" Journal; Vol. 11, Núm. 17 (2009); 156-182"
"""Universidad & Empresa"" Journal; Vol. 2, Núm. 2 (2001); 42-57"
"""Universidad & Empresa"" Journal; Vol. 6, Núm. 6 (2004); 42-57"
"""Universidad & Empresa"" Journal; Vol. 6, Núm. 6 (2004); 74-109"
"""Universidad & Empresa"" Journal; Vol. 7, Núm. 8 (2005); 31-55"
"""Universidad & Empresa"" Journal; Vol. 7, Núm. 9 (2005); 122-138"
"""Universidad & Empresa"" Journal; Vol. 7, Núm. 9 (2005); 86-99"
"""Universidad & Empresa"" Journal; Vol. 8, Núm. 10 (2006); 142-158"
"""Universidad & Empresa"" Journal; Vol. 8, Núm. 10 (2006); 232-256"
"""Universidad & Empresa"" Journal; Vol. 8, Núm. 11 (2006); 109-122"
"""Universidad & Empresa"" Journal; Vol. 8, Núm. 11 (2006); 303-314"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 12 (2007); 168-193"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 12 (2007); 194-224"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 12 (2007); 292-302"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 12 (2007); 48-61"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 13 (2007); 155-194"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 13 (2007); 37-58"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 13 (2007); 59-74"
"""Universidad & Empresa"" Journal; Vol. 9, Núm. 13 (2007); 9-36"
*SEM 2012: The First Joint Conference on Lexical and Computational Semantics -- Volume 1: Proceedings of the main conference and the shared task, and Volume 2: Proceedings of the Sixth International Workshop on Semantic Evaluation (SemEval 2012)
104th Annual Meeting of the American-Association-for-Cancer-Research (AACR)
10th AIAA/ASME Joint Thermophysics and Heat Transfer Conference
10th IEEE International Conference on Fuzzy Systems. (Cat. No.01CH37297)
10th IEEE Symposium on Computers and Communications (ISCC'05)
10th International Conference on Biomedical Electronics and Devices
11th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference
11th IEEE Mediterranean Electrotechnical Conference (IEEE Cat. No.02CH37379)
11th International Conference on Applications of Statistics and Probability in Civil Engineering, ICASP
11th International Conference on Web Information Systems and Technologies
11th International Symposium on Human Factors in Organisational Design and Management  (ODAM 2014)
120th ASEE Annual Conference and Exposition
121st ASEE Annual Conference and Exposition: 360 Degrees of Engineering Education
12th European Conference on Antennas and Propagation (EuCAP 2018)
12th IEEE International Power Electronics Congress
12th ISRM Congress
12th International Conference on Evaluation of Novel Approaches to Software Engineering
12th International Conference on Fiber Optics and Photonics (2014), paper T2C.2
12th International Conference, NEW2AN 2012, and 5th Conference, ruSMART 2012
12th International Symposium on Medical Information Processing and Analysis
12th International Workshop on Rewriting Logic and its Applications, WRLA 2018
12th Metaheuristics International Conference
13. International Symposium on Loss Prevention and Safety Promotion in the Process Industry
13th Euromicro Conference on Parallel, Distributed and Network-Based Processing
13th European Automotive Congress
13th IAHR/IWA International Conference on Urban Drainage (ICUD-2014)
13th International Conference on Medical Information Processing and Analysis
13th World Congress of Food Science & Technology
14th International Conference on Informatics in Control, Automation and Robotics
14th International Conference on Social Implications of Computers in Developing Countries (ICT4D)
14th World Conference on Earthquake Engineering
15th Australian Weeds Conference, Papers and Proceedings, Adelaide, South Australia, 24-28 September 2006: Managing weeds in a changing climate.
15th International Conference on Optical Network Design and Modeling - ONDM 2011
15th International Conference on Practical Applications of Agents and Multi-Agent Systems (PAAMS), Springer LNAI,
15th International Congress of the Brazilian Geophysical Society & EXPOGEF, Rio de Janeiro, Brazil, 31 July-3 August 2017
16th AIAA Non-Deterministic Approaches Conference - SciTech Forum and Exposition 2014
16th Annual Conference of the International Speech Communication Association (INTERSPEECH 2015): Speech Beyond Speech Towards a Better Understanding of the Most Important Biosignal | 16th Annual Conference of the  International Speech Communication Associ
16th European Conference on Power Electronics and Applications (EPE-ECCE Europe), AUG 26-28, 2014, Lappeenranta, FINLAND
16th International Conference on Business Process Modeling, Development and Support, BPMDS 2015 and 20th International Conference on Exploring Modeling Methods for Systems Analysis and Design, EMMSAD 2015 held at Conference on Advanced Information Systems
16th International Conference on Enterprise Information Systems
